At_gene	NAME	root1_log_fold	root3_log_fold	root5_log_fold	shoot1_log_fold	shoot3_log_fold	shoot5_log_fold
AT3G07370	CHIP	0.36370386525	0.31753942625	0	0	0	0
AT3G07400	F21O3.11 protein	0.678780330333333	0.755129527333333	0	0	0	0
AT3G07420	SYNC2_ARATH	0	0	0	0	0	0
AT3G07425	Transmembrane protein	0	0	0	0	0	0
AT3G07440	F21O3.15 protein	0.5619299855	0	0	0	0	0
AT3G07450	Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein	0	0	0	0	0	0
AT3G07470	AT3g07470/F21O3_18	0	0	0	0	0	0
AT3G07480	2Fe-2S ferredoxin-like superfamily protein	0	0	0	0	0	0
AT3G07490	Calmodulin-like protein 3	0	0.820000061833333	0	0	0	0
AT3G07500	Far-red impaired responsive (FAR1) family protein	0	0	0	0	0	0
AT3G07510	Maternal effect embryo arrest protein	0	0	0	0	0	-1.01272886275
AT3G07525	ATG10	0	0.503791704	0	0	0	0
AT3G07530	Integrator complex subunit	0	0	0	0	0	0
AT3G07540	Formin-like protein 10	-0.622776892	-0.537029863333333	0	-0.489027904	-0.302526047666667	-0.982903632666667
AT3G07560	Peroxisomal membrane protein 13	0.90332958025	0.98349581425	0	0	0	0
AT3G07565	Histone H2A deubiquitinase (DUF3755)	0	1.0461043804	0	0	0	0
AT3G07570	Cytochrome b561 and DOMON domain-containing protein At3g07570	0	0	0	0.549767424	0	1.08807057466667
AT3G07580	At3g07580	0	0	0	0	0	0
AT3G07590	AT3g07590/MLP3_4	0	-0.1545638038	0	0	0	0
AT3G07600	Heavy metal-associated isoprenylated plant protein 16	2.101391247	3.906832168	0	3.845421638	3.082376918	0
AT3G07610	Transcription factor jumonji (JmjC) domain-containing protein	0	0	0	0	0	0
AT3G07620	Glycosyltransferase	0	2.465059314	0	0	0	3.421363587
AT3G07630	Arogenate dehydratase/prephenate dehydratase 2, chloroplastic	0	0	0	0	0	0
AT3G07640	At3g07640	0	0	0	0	0	0
AT3G07650	Zinc finger protein CONSTANS-LIKE 9	0.3062575796	1.9920673924	0	0	0	0
AT3G07660	Flocculation protein (DUF1296)	0	-0.421112184333333	0	0	0	0
AT3G07670	Putative ribulose-1,5-bisphosphate carboxylase/oxygenase small subunit N-methyltransferase I	0	0	0	-0.5302993805	0	-0.4924320725
AT3G07680	Transmembrane emp24 domain-containing protein p24beta2	0	0	0	0	0	0.4379471742
AT3G07690	6-phosphogluconate dehydrogenase family protein	0	0	0	0	0	0
AT3G07700	Protein kinase superfamily protein	0	1.1377584925	0	0	0	0.927167923
AT3G07720	AT3g07720/F17A17_6	0	0	-1.552572258	0	0	0
AT3G07740	ADA2 2A	0	0	0	0	0	0
AT3G07750	3'-5'-exoribonuclease family protein	0	0	0	0	0	0
AT3G07760	Sterile alpha motif (SAM) domain-containing protein	0	0	0	0	0	0
AT3G07770	Heat shock protein 90-6, mitochondrial	0	0	0	0	0	0
AT3G07780	Potyvirus VPg interacting protein (DUF1423)	0.494090734666667	1.833419528	0	0	0	0
AT3G07790	DGCR14-like protein	0	0.6726225925	0	0	0	0
AT3G07800	Thymidine kinase a	0	0.7419894385	0	1.51703535525	0	0
AT3G07810	RNA-binding (RRM/RBD/RNP motifs) family protein	0	0	0	0	0	0
AT3G07820	Pectin lyase-like superfamily protein	0	0	0	0	0	0
AT3G07840	Pectin lyase-like superfamily protein	0	0	0	0	0	0
AT3G07860	Ubiquitin-like superfamily protein	0	0	0	0	0	0
AT3G07870	F-box protein At3g07870	1.535710375	2.486379495	0	0	0	1.195454184
AT3G07880	Putative RHO GDP-dissociation inhibitor 1	-0.522743031	-0.4171349955	0	0	0	0
AT3G07890	At3g07890	0	1.2653817414	0.3403962372	0	0	0
AT3G07900	O-fucosyltransferase family protein	-0.3898432525	0	0	0	0	0
AT3G07910	AT3g07910/F17A17_25	0	-0.422137805333333	0	0	0	0
AT3G07930	Methyl-CpG-binding domain protein 4-like protein	0	0	0	0	0	0
AT3G07940	Probable ADP-ribosylation factor GTPase-activating protein AGD11	0.2857779394	0.229866938	0	-0.4369903514	0	0
AT3G07950	Rhomboid-like protein 19	0	-0.308635365333333	0	0	0	0
AT3G07960	PIP5K6	0	0	0	0	0	0
AT3G07970	Polygalacturonase QRT2	1.1167599812	0.7871735094	0	0	0	0.85253342
AT3G07980	MAP3K epsilon protein kinase 2	0	0	0	0	0	0
AT3G07990	Serine carboxypeptidase-like 27	-1.0647110515	0	0	0	0	-1.053770216
AT3G08000	At3g08000	0	0	0	0	0	0
AT3G08010	ATAB2	0	0	0	0	0	0
AT3G08020	PHD finger family protein	0	0	0	0	0	0
AT3G08030	F17A17.37 protein	0	-0.872192877	0	0	0	-1.12582929833333
AT3G08040	Protein DETOXIFICATION 43	0.303105328333333	0	-0.536428775888889	0.324188323666667	0	0
AT3G08490	Delta-latroinsectotoxin-Lt1a protein	0	0	0	0	0	0
AT3G08500	At3g08500	0	0	0	0	0	0
AT3G08505	E3 ubiquitin-protein ligase makorin	0	0	0	0	0	0
AT3G08510	Phosphoinositide phospholipase C	0	0	0	-0.368977897333333	0	0
AT3G08520	60S ribosomal protein L41	0	-1.752500837	0	0	0	0
AT3G08530	Clathrin heavy chain 2	0	0	0	0	0	0
AT3G08550	Glycosyltransferase-like KOBITO 1	0	0	0	0	0	0
AT3G08560	V-type proton ATPase subunit E2	0	0	0	0	0	0
AT3G08570	BTB/POZ domain-containing protein At3g08570	0	-0.651801833	0	0	0	-1.066031984
AT3G08590	IPGAM2	0	0.921519773	0.513442038	0	0	0
AT3G08600	AT3g08600/F17O14_7	0	-0.566850204	0	0	0	-2.44226784466667
AT3G08610	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 1	0	0.137914218166667	0	0	0	0
AT3G08620	KH domain-containing protein At3g08620	0	0	0	0	0	0
AT3G08640	Protein RETICULATA-RELATED 3, chloroplastic	0	0	0	1.083530632	0	0
AT3G08650	Putative zinc transporter At3g08650	0	0.5906188473	0	0	0	0
AT3G08660	Putative BTB/POZ domain-containing protein At3g08660	0	0	0	0	0	0
AT3G08670	At3g08670	0	0	-0.39248062225	0	0	-1.3048345075
AT3G08680	Probable inactive receptor kinase At3g08680	-0.26467388175	0	0	0	0	-0.7388098715
AT3G08690	Ubiquitin-conjugating enzyme E2 11	0.995487206	1.24142570816667	0.230271327166667	0.4127720255	0	0.377676236666667
AT3G08710	TRX H9	0	0.8383040726	0	0	0	0
AT3G08730	Serine/threonine-protein kinase AtPK1/AtPK6	0	0.31772683925	0	0.562061899375	-0.168030991375	0.268343507
AT3G08740	Elongation factor P (EF-P) family protein	-0.911063319	-0.6440898865	0	-1.329072308	0	-1.678635946
AT3G08760	AT3G08760 protein	0.76722212175	0.779657183	0	0	0.2182051835	0.76347024075
AT3G08790	ENTH/VHS/GAT family protein	0	0	0	0	0	0
AT3G08800	Protein SIEL	0	0	0	0	0	0
AT3G08820	Putative pentatricopeptide repeat-containing protein At3g08820	0	0	0	0	0	0
AT3G08840	D-alanine-D-alanine ligase family	0	0	0	0	0	0
AT3G08850	RAPTOR1B	0	0	0	0	0	0
AT3G08860	Alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial	0.96216020725	1.11250018675	0	0	0	1.66028665825
AT3G08870	Concanavalin A-like lectin protein kinase family protein	1.8601337735	3.1001889825	2.056918467	0	0	0
AT3G08890	At3g08890	0	0	0	0	0	0
AT3G08900	Glycosyltransferase	0	0	0	0	0	0
AT3G08910	At3g08910	0	0	0.362767325	0	0	0.4114414152
AT3G08920	Rhodanese-like domain-containing protein 10	0	0	0	0	0	-2.594187573
AT3G08930	LIMR family protein At3g08930	0	0	0	0	0	0
AT3G08940	Chlorophyll a-b binding protein CP29.2, chloroplastic	-1.9369475585	-0.510246047	0	0	0	-2.3925868105
AT3G08947	ARM repeat superfamily protein	0	0	0	0	0	0
AT3G08950	Protein SCO1 homolog 1, mitochondrial	0.35054522325	0.93296261325	0.83619453175	0.39293149475	0	0
AT3G08960	ARM repeat superfamily protein	0	0	0	0	0	0
AT3G08970	DNAJ heat shock N-terminal domain-containing protein	1.7485284625	2.302531963	0	1.5808643095	0	0
AT3G08980	At3g08980	0	-0.601252386	0	0	0	0
AT3G09000	AT3g09000/T16O11_4	0	0	0	0	-0.414085163666667	0
AT3G09010	Protein kinase superfamily protein	0	0.890727344666667	0	0	0	0.944841447333333
AT3G09020	Alpha 1,4-glycosyltransferase family protein	2.1979157875	3.304701948	0	3.858755477	1.2402797325	3.2410681165
AT3G09040	Pentatricopeptide repeat (PPR) superfamily protein	0	0	0	0	0	0
AT3G09050	8-amino-7-oxononanoate synthase	0	0	0	0	0	0
AT3G09060	Pentatricopeptide repeat-containing protein At3g09060	0	0	0	0	0	0
AT3G09070	OPS	0	0	0	0	0	0
AT3G09080	Transducin/WD40 repeat-like superfamily protein	0	0	0	0	0	0
AT3G09085	At3g09085	0	0	0	0	0	0
AT3G09090	Protein DEFECTIVE IN EXINE FORMATION 1	0	0	0	0	0	0
AT3G09100	mRNA capping enzyme family protein	0	0	0	0	0	0
AT3G09120	Putative uncharacterized protein	0	0	0	0	0	0
AT3G09150	Phytochromobilin:ferredoxin oxidoreductase, chloroplastic	0	0	0	0	0	0
AT3G09180	Mediator of RNA polymerase II transcription subunit 27	0	0	0	0	0	0
AT3G09190	Concanavalin A-like lectin family protein	0	0	0	0	0	0
AT3G09200	60S acidic ribosomal protein P0-2	-0.3787610635	-0.817418412666667	-0.122769442333333	0	-0.193105870333333	-0.305885856
AT3G09220	Laccase-7	0	2.6387967855	0	1.4363852	0	2.16066847
AT3G09230	Transcription factor MYB1	0	0	0	0	0	0
AT3G09240	BSK9	-0.526458479	0.555711389714286	0	0	0	0
AT3G09250	Nuclear transport factor 2 (NTF2) family protein	0	0	0	0	0	0
AT3G09260	PYK10	-1.034568734875	2.32911633375	0	0.601201398875	0.501375786125	0
AT3G09280	F3L24.15 protein	0	0	0	0	0	0
AT3G09290	Transcriptional regulator TAC1	0	0	0	0	0	0
AT3G09300	Oxysterol-binding protein-related protein 3B	0	0	0	0	0	0
AT3G09310	UPF0161 protein At3g09310	0	0	0	0	0	0
AT3G09320	S-acyltransferase	0	0	0	0	0	0
AT3G09330	Amino acid transporter family protein	0	0	0	0	0	0
AT3G09340	Transmembrane amino acid transporter family protein	0	0	0	0	0	0
AT3G09350	Fes1A	1.209238348	1.47649581625	0.7757393885	0	0	0.25007560375
AT3G09360	Cyclin/Brf1-like TBP-binding protein	0	0	0	0	0	0
AT3G09370	Myb domain protein 3r-3	0	0.342898734	0	0	0	0
AT3G09390	Metallothionein-like protein 2A	0	-0.247538560833333	0	0	0.121348926166667	0
AT3G09400	Probable protein phosphatase 2C 36	-0.54577950075	0.85236709625	0	0	0	0
AT3G09410	Pectin acetylesterase 5	-0.242620695666667	0.481031906833333	0	0	0	-0.296199159166667
AT3G09430	Peptide transporter family protein	0	0	0	1.640572673	0	0
AT3G09440	Heat shock 70 kDa protein 3	0	0	0	0	0	0
AT3G09450	F3L24.34 protein	0	0	0	0	0	0
AT3G09470	Major facilitator superfamily protein	0	0	0	0	0	0
AT3G09500	60S ribosomal protein L35-1	-0.4564370555	-1.1540057715	0	0	0	-0.46144469775
AT3G09520	Exocyst subunit exo70 family protein H4	0	0	0	0	0	0
AT3G09540	Pectate lyase	-1.017132872	0	0	0	0	0
AT3G09550	Ankyrin repeat family protein	0	0	0	0	0	0
AT3G09560	Phosphatidate phosphatase PAH1	0	0	0	0	0	0.521309091166667
AT3G09570	At3g09570	0	0	0	0	0	0
AT3G09580	FAD/NAD(P)-binding oxidoreductase family protein	0	0	0	-0.81544512	0	0
AT3G09600	Protein REVEILLE 8	0	-0.470275260666667	0	0	0	0
AT3G09620	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0	0	0	0	0	0
AT3G09630	60S ribosomal protein L4-1	-0.17670907475	-1.36400372	-0.397000824	0	0	0
AT3G09640	L-ascorbate peroxidase 2, cytosolic	0	0	0	0	0	0
AT3G09650	Pentatricopeptide repeat-containing protein At3g09650, chloroplastic	0	-0.7082766805	0	0	0	0
AT3G09660	Probable DNA helicase MCM8	0	0	0	0	0	0
AT3G09680	40S ribosomal protein S23-1	0	-0.4903130205	0	0	-0.29250557975	-0.22549281125
AT3G09690	Alpha/beta-Hydrolases superfamily protein	0	-0.496326182	-0.651610813666667	0	0	0
AT3G09710	IQ-domain 1	0	0	0	0	0	0
AT3G09720	DEAD-box ATP-dependent RNA helicase 57	0	-0.48291362	0	0	0	0
AT3G09730	POLAR LOCALIZATION DURING ASYMMETRIC DIVISION AND protein	0	0	0	0	0	0
AT3G09735	DNA-binding protein S1FA3	0	0	0	0	0	0
AT3G09740	Syntaxin-71	-0.177674507833333	0	0	0	0	-0.230292177
AT3G09760	At3g09760/F8A24.19	0	0	0	0	0	0
AT3G09770	Probable E3 ubiquitin-protein ligase LOG2	0	0	0	0.684263442	0	0
AT3G09780	CCR1	0	0	0	0	0	0
AT3G09800	SNARE-like superfamily protein	0	-0.402634337333333	0	0	0	-0.190899923666667
AT3G09810	Isocitrate dehydrogenase [NAD] subunit, mitochondrial	0	2.31562453925	0	0	0	0
AT3G09820	Adenosine kinase 1	-0.50164843425	-0.320227907	0	0	0	0
AT3G09830	Protein kinase superfamily protein	0	0.9819442595	0	1.13390003525	0	1.2049418285
AT3G09840	AT3G09840 protein	0	0.29959616	0.343911555444444	0.255358151	0	0.121278554777778
AT3G09850	AT3g09850/F8A24_10	0	-0.339717486	0	0	0	0
AT3G09860	Actin T1-like protein	0	-0.305044966	0	0	0	-0.475633978
AT3G09870	F8A24.8 protein	0	0	0	0	0	0
AT3G09880	Serine/threonine protein phosphatase 2A 57 kDa regulatory subunit B' beta isoform	0	0	0	0	0	0
AT3G09900	RABE1e	0	-0.520705533	0	0	0	-0.653057313
AT3G09910	RABC2b	0	0	0	0	0	0.9244962045
AT3G09920	Phosphatidylinositol 4-phosphate 5-kinase 9	-0.4939259525	0	-0.708964312	0	0	0
AT3G09930	GDSL esterase/lipase At3g09930	0	2.2320963035	0	0	0	0
AT3G09970	Calcineurin-like metallo-phosphoesterase superfamily protein	0	0	0	0	0	0
AT3G09980	Ankyrin repeat 30A-like protein (DUF662)	0	-0.4863647868	0	0	0	-0.315619952
AT3G10020	AT3g10020/T22K18_16	0.928774744	0.989492313571429	0	0	0.743345852	0.266047436
AT3G10030	AT3g10030/T22K18_15	0	0	0	0	0	0
AT3G10050	Threonine dehydratase	0	-0.128097072363636	0	-0.155414138636364	0	-0.341455489454545
AT3G10060	Peptidylprolyl isomerase	0	-0.708915119333333	0	-0.368597454333333	0	-1.69755361533333
AT3G10070	Transcription initiation factor TFIID subunit 12	0	0	0	0	0	0
AT3G10080	RmlC-like cupins superfamily protein	0	0	0	0	0	0
AT3G10110	Mitochondrial import inner membrane translocase subunit TIM22-1	0	-0.34904419425	0	0	0	0
AT3G10113	Protein REVEILLE 7-like	0	0	0	-0.7237705775	0	-1.306487551
AT3G10120	At3g10120	0.776098682333333	0.833704931333333	0	0	0	0
AT3G10130	Heme-binding-like protein At3g10130, chloroplastic	0	0	0	0	0	0
AT3G10140	DNA repair protein recA homolog 2, mitochondrial	0	0	0	0	0	0
AT3G10150	Purple acid phosphatase 16	0	0	0	0	0	0
AT3G10160	Folylpolyglutamate synthase	0	-0.501254396	0	0	0	0
AT3G10180	Kinesin-like protein KIN-7O	0	0	0	0	0	0
AT3G10185	Gibberellin-regulated family protein	0	0	0	0	0	0
AT3G10200	S-adenosyl-L-methionine-dependent methyltransferases superfamily protein	0	0	0	0	0	0
AT3G10210	AT3g10210/F14P13_19	0	0	0	0	0	0
AT3G10220	Tubulin-folding cofactor B	0	-0.35154686725	0	0	0	0
AT3G10230	Lycopene beta cyclase, chloroplastic	0	0	0	-0.5090378145	0	-1.062434776
AT3G10240	Putative F-box protein At3g10240	0	0	0	0	0	0
AT3G10250	AT3G10250 protein	0	0.44986657225	0	0	0	0
AT3G10260	Reticulon family protein	0	0.5204958335	0	0	0	0.425353926
AT3G10270	DNA gyrase subunit B	0	0	0	-0.673909673	0	-0.5336965
AT3G10290	Probable sugar phosphate/phosphate translocator At3g10290	0	0	0	0	0	0
AT3G10300	Calcium-binding EF-hand family protein	1.540501529	1.754751539	0	0	0	1.716075172
AT3G10310	P-loop nucleoside triphosphate hydrolases superfamily protein with CH (Calponin Homology) domain-containing protein	0	0	0	0	0	0
AT3G10320	F14P13.8 protein	0	2.719258671	0.817058557	3.640797057	3.3367536285	5.627801494
AT3G10330	Transcription initiation factor IIB-2	0	0.7495329505	0	0	0	0
AT3G10340	Phenylalanine ammonia-lyase 4	-1.228308403	0	0.413300349	0	-0.279322787333333	-0.387307465666667
AT3G10350	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0	0	0	0	0	0
AT3G10360	Pumilio homolog 4	0	0.24943335775	0	0	0	0
AT3G10370	Glycerol-3-phosphate dehydrogenase SDP6, mitochondrial	0.1849647465	1.48607253716667	0.690726572166667	0.230031960666667	0	0.8080849785
AT3G10380	SEC8	0	0.189203886333333	0.227126966666667	0	0	0
AT3G10390	Protein FLOWERING locus D-like protein	0	0	0	0	0	0
AT3G10400	U11/U12-31K	0	0	0	0	0	0
AT3G10405	At3g10405	0	0	0	0	0	-1.294810682
AT3G10410	Serine carboxypeptidase-like 49	0	0	0	0	0.8825261286	1.016008629
AT3G10420	P-loop containing nucleoside triphosphate hydrolases superfamily protein	0	0	0.26377541275	0	0	0
AT3G10450	SCPL7	0.7664818988	0.4559922438	0	0.2864230536	0.5369311832	0.8833141036
AT3G10470	C2H2-type zinc finger family protein	0	0	0	0	0	0
AT3G10480	NAC domain containing protein 50	0	0.343934945	0	0	0	0
AT3G10490	NAC052	0	0	0	0	0	0
AT3G10500	NAC domain-containing protein 53	1.111940086	1.7341725325	0.7344812445	1.4783421515	0	0.791592906
AT3G10520	NSHB2	1.19279493675	0.391050758	0	0	0	0
AT3G10525	Cyclin-dependent protein kinase inhibitor SMR1	0	0	0	1.286333687	0	0
AT3G10530	F18K10.11 protein	0	-0.58104630625	0	0	0	0
AT3G10540	3-phosphoinositide-dependent protein kinase 2	0	0	0	0	0	0
AT3G10550	MTM1	0	0	0	0	0	0
AT3G10570	At3g10570	0	0	0	0	0	0
AT3G10572	Protein APEM9	0	0.3578960174	0.2617939884	0	0	0
AT3G10610	40S ribosomal protein S17-3	-1.107513373	-1.437157439	-1.556226827	0	0	0
AT3G10620	NUDX26	0	-0.5048795	0	0	0	0
AT3G10640	VPS60.1	0	0.164508803444444	0	0	0	0.154537262444444
AT3G10650	NUP1	0	0	0	0	0	0
AT3G10660	CPK2	0	0	0	0	0	0
AT3G10670	ABC transporter I family member 6, chloroplastic	0	0	0	0	0	-0.216421704
AT3G10680	HSP20-like chaperones superfamily protein	0	-0.9671597245	0	0	0	0
AT3G10690	DNA gyrase subunit A, chloroplastic/mitochondrial	0	0	0	0	0	0
AT3G10700	Galacturonokinase	0	0	0	0	0	0
AT3G10710	Pectinesterase	-0.972386003	2.11780162966667	-0.51260579	0	0	0
AT3G10720	Probable pectinesterase/pectinesterase inhibitor 25	0	4.08832404	-2.24069058	0	0	-3.359735577
AT3G10730	Protein SAD1/UNC-84 domain protein 2	0	0	0	0	0	0
AT3G10740	Alpha-L-arabinofuranosidase 1	0	0	0	-0.33049643675	0.6938303555	0
AT3G10750	FBD domain family	0	0	0	0	0	0
AT3G10760	Homeodomain-like superfamily protein	0	0.705318243	0	-0.5235639325	0	-0.7188267135
AT3G10770	Putative uncharacterized protein At3g10770	0	0.7005380854	0	0	0	0
AT3G10780	Transmembrane emp24 domain-containing protein p24delta6	0	0	0	0	0	0
AT3G10800	BZIP28	0	0.4371835345	0	0	0	0
AT3G10810	At3g10810	0	-0.68023166	0	0	0	-1.100409122
AT3G10820	Probable mediator of RNA polymerase II transcription subunit 26a	0	0	0	0	0	0
AT3G10840	Alpha/beta-Hydrolases superfamily protein	0	0	0	0	0	0
AT3G10850	Hydroxyacylglutathione hydrolase cytoplasmic	0	0.4894738575	0	0	0	0
AT3G10860	At3g10860	0	0	0	0	0	0
AT3G10870	Methylesterase 17	1.87110600533333	1.862126044	0.811965479666667	0	0	0
AT3G10880	Putative uncharacterized protein	0	0	0	0	0	0
AT3G10890	Mannan endo-1,4-beta-mannosidase 3	0	0	0	0	0	0
AT3G10910	RING-H2 finger protein ATL72	0	0	0	0	0	2.354845281
AT3G10915	Reticulon family protein	1.49659466833333	1.37819888166667	0	0	0	0
AT3G10920	Superoxide dismutase [Mn] 1, mitochondrial	0	0	0	0	0	0
AT3G10940	Phosphoglucan phosphatase LSF2, chloroplastic	0	0	0	-0.587898373	0	-0.788898728666667
AT3G10970	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein	0	0.462175360666667	0.473059096333333	0	0	0
AT3G10980	PLAC8 family protein	0	0.4407079405	0.543205752	0.4688692315	0	0
AT3G10985	Senescence associated gene 20	1.0916396045	0	0	0	0	0
AT3G10986	Protein LURP-one-related 9	0	1.2658201645	0.8882646875	0	0	3.632862187
AT3G10990	F-box associated ubiquitination effector family protein	0	0	0	0	0	0
AT3G11000	DCD (Development and Cell Death) domain protein	0	0	0	0	0	0
AT3G11010	Putative disease resistance protein	1.39037389083333	0	0	0.413297171666667	0	0.472979322833333
AT3G11020	Dehydration-responsive element-binding protein 2B	1.44959969866667	0.876313916666667	0.648146266	0	0.753591543333333	1.771323388
AT3G11030	Protein trichome birefringence-like 32	0	0	0	0	0	0
AT3G11040	Glycosyl hydrolase family 85	0	0	0	0.838514516	0	0
AT3G11050	Ferritin-2, chloroplastic	0	0	0	2.139579158	0	0
AT3G11060	Putative uncharacterized protein F11B9.2	0	0	0	0	0	0
AT3G11070	Outer membrane OMP85 family protein	0	0	0	0	0	0
AT3G11080	Disease resistance protein, putative; 7647-10478	1.24682750257143	0.623057679428571	0	0.403993759857143	0	0.25343097
AT3G11090	LOB domain-containing protein 21	0	0	0	0	0	0
AT3G11100	AT3g11100/F11B9_105	0.829568335	0.7758165565	0	0	0	0
AT3G11110	RING-H2 finger protein ATL66	0	1.5526948535	0	0	0	0
AT3G11120	60S ribosomal protein L41	0	-1.377338625	0	0	0	0
AT3G11130	Clathrin heavy chain 1	0	0.189613022428571	0	0	0	0
AT3G11150	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0	0	0	0	0	0
AT3G11170	sn-2 acyl-lipid omega-3 desaturase (ferredoxin), chloroplastic	0.47831562125	0.792240457625	0	-0.556497632375	0	-0.91286662225
AT3G11180	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein	0.995923028	0	0	0	0	0
AT3G11200	PHD finger protein ALFIN-LIKE 2	0.1839132865	0.332432545666667	0	0	0	0
AT3G11210	GDSL esterase/lipase CPRD49	0	0	0	0	0	0
AT3G11220	Elongator complex protein 4	0	0	0	0	0	0
AT3G11230	Protein yippee-like	0.411018649833333	0.417307665333333	0	-0.306371681666667	0	0
AT3G11240	Arginyl-tRNA--protein transferase 2	0	1.4063938605	0	0	0	1.1391049195
AT3G11260	WUSCHEL-related homeobox 5	4.084182411	0	0	0	0	0
AT3G11280	Duplicated homeodomain-like superfamily protein	1.7714113305	1.467339531	0	0.306948735	0	0
AT3G11290	Myb/SANT-like DNA-binding domain protein	0	0	0	0	0	0
AT3G11320	Probable sugar phosphate/phosphate translocator At3g11320	0	0.4715970195	0	0.432174216333333	0	0.237435861333333
AT3G11325	Phospholipid/glycerol acyltransferase family protein	0	0.743077214	0	0	0	0
AT3G11330	Plant intracellular Ras-group-related LRR protein 9	0	1.2283937735	0	0	0	0
AT3G11340	Glycosyltransferase	1.288999903	4.078319538	0	4.978375385	1.494381203	0
AT3G11350	Pentatricopeptide repeat (PPR) superfamily protein	0	0	0	0	0	0
AT3G11397	PRA1 family protein A3	0	0.328509655	0.270671064	0	0	0.232061953
AT3G11400	Eukaryotic translation initiation factor 3 subunit G	0	0	0	0	0	0
AT3G11405	Putative uncharacterized protein	0	0	0	0	0	0
AT3G11410	Protein phosphatase 2C 37	-0.6466674725	-0.21284775225	0	0	0	0.6354757695
AT3G11420	At3g11420	-0.449742642166667	0	0	0	0.543580114666667	0.659412648666667
AT3G11430	Glycerol-3-phosphate acyltransferase 5	0	2.038438565	0	0	0	0
AT3G11440	Transcription factor MYB65	0	0	0	0	0	0
AT3G11450	DnaJ and Myb-like DNA-binding domain-containing protein	0	-0.2436556406	0	0	0	0
AT3G11460	Putative pentatricopeptide repeat-containing protein At3g11460	0	0	0	0	0	0
AT3G11470	4'-phosphopantetheinyl transferase superfamily	0	0	0	0	0	0
AT3G11480	Salicylate/benzoate carboxyl methyltransferase	0.0689941471666666	0.942397278666667	0	0	0	0
AT3G11490	Rho GTPase-activating protein 4	-0.3599628415	-0.234438632	0	0	0	0
AT3G11500	Putative small nuclear ribonucleoprotein polypeptide G	0	-0.454388785	0	0	0	0
AT3G11510	At3g11510	0	-0.631288100714286	-0.143489114857143	0	0	-0.453202942428571
AT3G11520	Cyclin-B1-3	0	-0.41230310175	0	0	0	0
AT3G11530	Vacuolar protein sorting 55 (VPS55) family protein	0	0	0	0	0	0
AT3G11540	Glycosyltransferase	0	0	0	0	0	0
AT3G11550	Casparian strip membrane protein 2	0	0	-0.75866688	0	0	0
AT3G11560	AT3G11560 protein	0	1.0005707025	0	0	0	0
AT3G11570	Protein trichome birefringence-like 8	0	2.881738136	0	0	0	0
AT3G11580	AP2/B3-like transcriptional factor family protein	1.7979223955	1.466549828	0	0	0	1.36308472425
AT3G11590	At3g11590/F24K9_26	0	-0.31923000125	0	0	0	-0.78966634775
AT3G11600	E3 ubiquitin-protein ligase	0	0	0	0	0	0
AT3G11620	Alpha/beta-Hydrolases superfamily protein	0	0	0	0	0	0
AT3G11630	2-Cys peroxiredoxin BAS1, chloroplastic	-0.7828210504	-0.3109982674	-0.1989169366	-1.1506451364	0	-2.0762129162
AT3G11650	NDR1/HIN1-like protein 2	0	0	0	0	0	0
AT3G11660	NDR1/HIN1-like protein 1	1.839109936	1.3075834455	0	0	0.524401732	0
AT3G11670	DGD1	0.5571863885	1.531827669	0	0	0	-1.071784431
AT3G11680	Aluminum activated malate transporter family protein	0	0	0	0	0	0
AT3G11690	At3g11690	0	0.68459502125	0	0	0	0
AT3G11700	FLA18	-0.805202418	0	0	-0.977246308666667	0	-2.42548519766667
AT3G11710	Lysine--tRNA ligase	0.499700447833333	0.570768945333333	0	0	0.817408353333333	0
AT3G11720	Polyketide cyclase/dehydrase and lipid transport superfamily protein	0	0	0	0	0	0
AT3G11730	RABD1	0	0	0	0	0	0
AT3G11740	Protein LURP-one-related 10	0	0	0	0.841483909666667	0	0.73678098
AT3G11750	7,8-dihydroneopterin aldolase	-1.3010836275	0	0	0	0	0
AT3G11760	F26K24.5 protein	0	0	0	0	0	0
AT3G11780	MD-2-related lipid recognition domain-containing protein / ML domain-containing protein	0	0.4828486726	0.316745882	0	0	0
AT3G11800	Expp1 protein	0	0.28672803525	0	0	0	0.576746599
AT3G11810	F26K24.10 protein	0	0	0	0	0	0.506094944
AT3G11820	SYR1	0	1.846462441	0.56798598125	1.26645299275	0.4332228675	1.68267145775
AT3G11830	T-complex protein 1 subunit eta	-0.170067043222222	-0.689985375111111	0	0	0	0
AT3G11840	E3 ubiquitin-protein ligase PUB24	0.8239293725	1.40147893725	0	0.55589823625	0	2.4256137185
AT3G11850	F26K24.14 protein	0	1.78817319	0	0	0	0
AT3G11890	F26K24.18 protein	0	0	0	0	0	0
AT3G11900	Amino acid transporter ANT1	1.24802625875	1.49273158175	0.25094943575	0	0	1.89316919775
AT3G11910	UBP13	0	0	0	0	0	0
